"activitylabel" "subject" "tBodyAcc-mean()-X_mean" "tBodyAcc-mean()-Y_mean" "tBodyAcc-mean()-Z_mean" "tBodyAcc-std()-X_mean" "tBodyAcc-std()-Y_mean" "tBodyAcc-std()-Z_mean" "tGravityAcc-mean()-X_mean" "tGravityAcc-mean()-Y_mean" "tGravityAcc-mean()-Z_mean" "tGravityAcc-std()-X_mean" "tGravityAcc-std()-Y_mean" "tGravityAcc-std()-Z_mean" "tBodyAccJerk-mean()-X_mean" "tBodyAccJerk-mean()-Y_mean" "tBodyAccJerk-mean()-Z_mean" "tBodyAccJerk-std()-X_mean" "tBodyAccJerk-std()-Y_mean" "tBodyAccJerk-std()-Z_mean" "tBodyGyro-mean()-X_mean" "tBodyGyro-mean()-Y_mean" "tBodyGyro-mean()-Z_mean" "tBodyGyro-std()-X_mean" "tBodyGyro-std()-Y_mean" "tBodyGyro-std()-Z_mean" "tBodyGyroJerk-mean()-X_mean" "tBodyGyroJerk-mean()-Y_mean" "tBodyGyroJerk-mean()-Z_mean" "tBodyGyroJerk-std()-X_mean" "tBodyGyroJerk-std()-Y_mean" "tBodyGyroJerk-std()-Z_mean" "tBodyAccMag-mean()_mean" "tBodyAccMag-std()_mean" "tGravityAccMag-mean()_mean" "tGravityAccMag-std()_mean" "tBodyAccJerkMag-mean()_mean" "tBodyAccJerkMag-std()_mean" "tBodyGyroMag-mean()_mean" "tBodyGyroMag-std()_mean" "tBodyGyroJerkMag-mean()_mean" "tBodyGyroJerkMag-std()_mean" "fBodyAcc-mean()-X_mean" "fBodyAcc-mean()-Y_mean" "fBodyAcc-mean()-Z_mean" "fBodyAcc-std()-X_mean" "fBodyAcc-std()-Y_mean" "fBodyAcc-std()-Z_mean" "fBodyAccJerk-mean()-X_mean" "fBodyAccJerk-mean()-Y_mean" "fBodyAccJerk-mean()-Z_mean" "fBodyAccJerk-std()-X_mean" "fBodyAccJerk-std()-Y_mean" "fBodyAccJerk-std()-Z_mean" "fBodyGyro-mean()-X_mean" "fBodyGyro-mean()-Y_mean" "fBodyGyro-mean()-Z_mean" "fBodyGyro-std()-X_mean" "fBodyGyro-std()-Y_mean" "fBodyGyro-std()-Z_mean" "fBodyAccMag-mean()_mean" "fBodyAccMag-std()_mean" "fBodyBodyAccJerkMag-mean()_mean" "fBodyBodyAccJerkMag-std()_mean" "fBodyBodyGyroMag-mean()_mean" "fBodyBodyGyroMag-std()_mean" "fBodyBodyGyroJerkMag-mean()_mean" "fBodyBodyGyroJerkMag-std()_mean" "tBodyAcc-mean()-X_median" "tBodyAcc-mean()-Y_median" "tBodyAcc-mean()-Z_median" "tBodyAcc-std()-X_median" "tBodyAcc-std()-Y_median" "tBodyAcc-std()-Z_median" "tGravityAcc-mean()-X_median" "tGravityAcc-mean()-Y_median" "tGravityAcc-mean()-Z_median" "tGravityAcc-std()-X_median" "tGravityAcc-std()-Y_median" "tGravityAcc-std()-Z_median" "tBodyAccJerk-mean()-X_median" "tBodyAccJerk-mean()-Y_median" "tBodyAccJerk-mean()-Z_median" "tBodyAccJerk-std()-X_median" "tBodyAccJerk-std()-Y_median" "tBodyAccJerk-std()-Z_median" "tBodyGyro-mean()-X_median" "tBodyGyro-mean()-Y_median" "tBodyGyro-mean()-Z_median" "tBodyGyro-std()-X_median" "tBodyGyro-std()-Y_median" "tBodyGyro-std()-Z_median" "tBodyGyroJerk-mean()-X_median" "tBodyGyroJerk-mean()-Y_median" "tBodyGyroJerk-mean()-Z_median" "tBodyGyroJerk-std()-X_median" "tBodyGyroJerk-std()-Y_median" "tBodyGyroJerk-std()-Z_median" "tBodyAccMag-mean()_median" "tBodyAccMag-std()_median" "tGravityAccMag-mean()_median" "tGravityAccMag-std()_median" "tBodyAccJerkMag-mean()_median" "tBodyAccJerkMag-std()_median" "tBodyGyroMag-mean()_median" "tBodyGyroMag-std()_median" "tBodyGyroJerkMag-mean()_median" "tBodyGyroJerkMag-std()_median" "fBodyAcc-mean()-X_median" "fBodyAcc-mean()-Y_median" "fBodyAcc-mean()-Z_median" "fBodyAcc-std()-X_median" "fBodyAcc-std()-Y_median" "fBodyAcc-std()-Z_median" "fBodyAccJerk-mean()-X_median" "fBodyAccJerk-mean()-Y_median" "fBodyAccJerk-mean()-Z_median" "fBodyAccJerk-std()-X_median" "fBodyAccJerk-std()-Y_median" "fBodyAccJerk-std()-Z_median" "fBodyGyro-mean()-X_median" "fBodyGyro-mean()-Y_median" "fBodyGyro-mean()-Z_median" "fBodyGyro-std()-X_median" "fBodyGyro-std()-Y_median" "fBodyGyro-std()-Z_median" "fBodyAccMag-mean()_median" "fBodyAccMag-std()_median" "fBodyBodyAccJerkMag-mean()_median" "fBodyBodyAccJerkMag-std()_median" "fBodyBodyGyroMag-mean()_median" "fBodyBodyGyroMag-std()_median" "fBodyBodyGyroJerkMag-mean()_median" "fBodyBodyGyroJerkMag-std()_median"
"WALKING_UPSTAIRS" 16 0.255986102627451 -0.0143654945011765 -0.124074517745098 -0.397083831568627 -0.163732745078431 -0.129283825721569 0.826874282745098 -0.0805926025490196 -0.379059698039216 -0.948413552745098 -0.933657461176471 -0.907649558823529 0.0762526677 0.0173729333352941 0.0380533591627451 -0.521089140196078 -0.425625937254902 -0.593411129607843 0.0718408878078431 -0.0486136789705882 -0.00779288021764706 -0.508087166666667 -0.58638289372549 -0.365025170078431 -0.140908293613922 -0.0296211298558824 -0.035416300054902 -0.707264168627451 -0.77471906627451 -0.717101021960784 -0.233990331568627 -0.334795080196078 -0.233990331568627 -0.334795080196078 -0.48321905 -0.493067129607843 -0.308260568039216 -0.518189646470588 -0.737705162156863 -0.797293228431373 -0.474984014705882 -0.268063812745098 -0.335853041176471 -0.369636140980392 -0.166324239117647 -0.094561233145098 -0.546088862941176 -0.468605205294118 -0.565220840588235 -0.538073090196078 -0.417127012352941 -0.620123586470588 -0.53239971627451 -0.642018064117647 -0.492427493529412 -0.509896031372549 -0.559600598431373 -0.387309489901961 -0.370649738235294 -0.418924256078431 -0.475597717843137 -0.51993124 -0.630546675490196 -0.532486721568627 -0.787833632352941 -0.825314327058824 0.26211586 -0.017301965 -0.11292696 -0.39315534 -0.15308324 -0.14574355 0.82700234 -0.27959047 -0.38479004 -0.9682114 -0.94988814 -0.94092767 0.062244493 0.0072398959 0.032971238 -0.53207208 -0.42624541 -0.62567592 0.081213127 -0.016081277 -0.035930855 -0.50020624 -0.63903602 -0.39433206 -0.14223103 -0.036910467 -0.04384309 -0.7077491 -0.77898471 -0.71994877 -0.22978254 -0.32777025 -0.22978254 -0.32777025 -0.47338447 -0.50000353 -0.29331008 -0.55070138 -0.74313318 -0.80168364 -0.46470784 -0.27605558 -0.37892907 -0.369511 -0.14723745 -0.10630324 -0.54570696 -0.47176555 -0.59129498 -0.55423827 -0.41998445 -0.64196643 -0.53775569 -0.66837294 -0.50477551 -0.50645315 -0.62377459 -0.41661711 -0.362881 -0.4124182 -0.47202777 -0.52566499 -0.6382255 -0.56700431 -0.78993324 -0.8371011
"WALKING_UPSTAIRS" 17 0.252604768583333 -0.0228645614308333 -0.121290442104167 -0.062952754100625 -0.0131721014395833 -0.230220954239583 0.853530565833333 -0.284153753333333 -0.298171464166667 -0.949460372291667 -0.91597346625 -0.930159843541667 0.07680441704375 0.03083565139375 0.00759533846458334 -0.292665827083333 -0.349791873229167 -0.657430836041667 -0.0304250571395833 -0.0548455941370417 0.0560931358145833 -0.496562732729167 -0.493044125208333 -0.234402350714583 -0.142655397660417 -0.0414496328508333 -0.0223482086545833 -0.606044344375 -0.676722847708333 -0.610586202291667 -0.0128062276916667 -0.1028777303875 -0.0128062276916667 -0.1028777303875 -0.357233897916667 -0.390912450416667 -0.235191249091667 -0.440837260125 -0.637367490625 -0.68231162875 -0.1397522212625 -0.1175197356 -0.3999234945625 -0.0355381172854167 -0.0252781736083333 -0.2048157105 -0.360272225833333 -0.37705192875 -0.633017707916667 -0.287219038291667 -0.365114263583333 -0.680325770833333 -0.416223018291667 -0.521435415208333 -0.324273713333333 -0.5244683916875 -0.481154119791667 -0.2778914704375 -0.150305643291667 -0.217393170604167 -0.360299853125 -0.437383107916667 -0.504066956875 -0.496444579791667 -0.669008763541667 -0.7241557425 0.241846355 -0.02684643 -0.12268154 -0.049438272 -0.0084968917 -0.23697136 0.84638742 -0.274784245 -0.27522779 -0.96312348 -0.920993955 -0.95170387 0.01862499705 0.036406626 -0.00399682085 -0.289478185 -0.366436795 -0.65791945 -0.02711801235 -0.0721359885 0.0112211223 -0.52426366 -0.509734395 -0.25219161 -0.13962302 -0.04716758 -0.01386249441 -0.610475425 -0.684410085 -0.607786365 -0.0132660605 -0.10301456 -0.0132660605 -0.10301456 -0.36311211 -0.39053778 -0.24692305 -0.448623165 -0.647033205 -0.696628775 -0.13133712 -0.118156165 -0.42439278 -0.019426334 -0.0178306385 -0.216741665 -0.356202505 -0.373887015 -0.64377803 -0.301425565 -0.390334505 -0.67917204 -0.42751738 -0.5390514 -0.316839295 -0.56051361 -0.493110985 -0.30260709 -0.138924415 -0.228188625 -0.35159737 -0.443091765 -0.49682714 -0.51058467 -0.69052985 -0.739921635
"WALKING_UPSTAIRS" 18 0.265401201896552 -0.0222060684378914 -0.112655891327586 -0.380168286724138 -0.211155120224138 -0.31437339137931 0.883330258448276 -0.316619946206897 -0.106112549189655 -0.961738807068966 -0.942056881206897 -0.907839723965517 0.0812402028517241 0.0211654691775862 0.0093589662862069 -0.563202134655172 -0.56794063862069 -0.760829911206897 -0.0470683915017241 -0.0526133819862069 0.0906736478431034 -0.593841504137931 -0.507297003103448 -0.433922212068966 -0.0899953036658621 -0.0527472610827586 -0.0692536211396552 -0.76068902862069 -0.828872171206897 -0.718951757931034 -0.279146312758621 -0.37184157 -0.279146312758621 -0.37184157 -0.601463948275862 -0.579330320344828 -0.3691086 -0.528058134137931 -0.781652689310345 -0.835525127931035 -0.465097261896552 -0.363450742586207 -0.522728377068965 -0.350639840862069 -0.190550638155172 -0.269571390465517 -0.589410590172414 -0.579650286034483 -0.736149274137931 -0.575331252413793 -0.585531432931034 -0.784728430344828 -0.59232371 -0.649817266551724 -0.504364096896552 -0.60071129637931 -0.443429836896552 -0.466022431206897 -0.436561064482759 -0.436218933448276 -0.574481396551724 -0.587926077068965 -0.654029089310345 -0.533044636034483 -0.826193160862069 -0.860910992241379 0.2813948 -0.0213906605 -0.101854085 -0.384057895 -0.212919185 -0.334304675 0.89321242 -0.316637545 -0.094164545 -0.96653854 -0.95307736 -0.93192293 0.0710808065 0.0127549725 0.0081420735 -0.561788525 -0.568781 -0.760021305 -0.051160498 -0.0848259925 0.070581807 -0.64454959 -0.52356739 -0.45451456 -0.0547307295 -0.0363855145 -0.0831215575 -0.771201865 -0.823457775 -0.717355335 -0.282111595 -0.37165847 -0.282111595 -0.37165847 -0.59767811 -0.577286685 -0.358239775 -0.555983245 -0.78320098 -0.837959465 -0.464973495 -0.37396501 -0.52707677 -0.35209068 -0.190229875 -0.268234065 -0.59022237 -0.583061995 -0.73712639 -0.572753725 -0.579289675 -0.79376059 -0.606003735 -0.644414665 -0.51614991 -0.667019385 -0.470284245 -0.48917596 -0.444493835 -0.43609667 -0.57548785 -0.58860408 -0.66739414 -0.55426864 -0.829005295 -0.86772651
"WALKING_UPSTAIRS" 19 0.242118808925 -0.0303986615775 -0.151054607725 -0.1287420952375 0.176349922525 -0.1904685504575 0.8294283725 -0.3871007085 -0.2210087627 -0.916495992 -0.9010448505 -0.83693567475 0.08315450836225 0.056818586275 0.0316681980575 -0.1742790558 -0.0128865483575 -0.4442822275 0.0388537087875 -0.134514320575 -0.000233248224999999 -0.4068000325 -0.17263322355 -0.110117174875 -0.1018063044 -0.0346288461475 -0.0533545875525 -0.23937641116 -0.49212221875 -0.3754149830025 0.01738119347275 -0.177666828025 0.01738119347275 -0.177666828025 -0.114189605875 -0.284060693125 -0.06161577145 -0.26440144275 -0.372790526575 -0.50740029025 -0.15687949467775 0.111818164225 -0.2196444734075 -0.11993477534 0.13255758081125 -0.2399806950525 -0.2053226461925 -0.073928372175 -0.3806571232 -0.2172651781 -0.0131695876025 -0.50771620575 -0.194485509535 -0.2254218170275 -0.06612935167 -0.4775147465 -0.149925160355 -0.207498123525 -0.07962876322 -0.368253499 -0.187391317015 -0.43467125 -0.28884026785 -0.3771327525 -0.4771839145 -0.58828966075 0.270461455 -0.0233262885 -0.141818195 -0.12417375 0.144209645 -0.205031585 0.86453124 -0.38813925 -0.15141631 -0.95410983 -0.94416381 -0.87866389 0.112770215 0.052495387 0.0238573305 -0.17787649 -0.041717388 -0.46965826 0.12469277 -0.145418185 0.011504177 -0.44254535 -0.214417095 -0.126557705 -0.131484165 -0.06336686095 -0.0758779855 -0.233112225 -0.60965205 -0.39184046 0.0171131025 -0.180890735 0.0171131025 -0.180890735 -0.1372999 -0.28662828 -0.056288769 -0.248153105 -0.423363825 -0.51099805 -0.15662196 0.0676948425 -0.255008845 -0.1023445785 0.11041974 -0.26451729 -0.225423235 -0.0913352015 -0.395511315 -0.205844465 -0.029190721 -0.525691 -0.1905397 -0.248155265 -0.0820417335 -0.514031915 -0.163458475 -0.235989005 -0.076155068 -0.385274085 -0.19028596 -0.43597357 -0.30764442 -0.3863196 -0.47155238 -0.61121941
"WALKING_UPSTAIRS" 20 0.252098317156863 -0.0282258047588235 -0.121023947784314 -0.116088676011765 0.15219632835098 -0.229249455098039 0.777095717058824 -0.479894842941176 -0.130117634791765 -0.931405014313725 -0.92459435372549 -0.904064093529412 0.0836451256901961 0.00659982629803922 -0.024542099304902 -0.185695388078431 -0.260789711588235 -0.513641207058824 0.0659193258862745 -0.174650964745098 0.058701941845098 -0.492701193921569 -0.104722161186078 0.184119332796078 -0.148389168870392 -0.0189816250372549 -0.0518985451176471 -0.471107678431373 -0.393988623529412 -0.253867089670588 0.00872502461176471 -0.198269718823529 0.00872502461176471 -0.198269718823529 -0.255611242098039 -0.239444370019608 0.0223302538235294 -0.253929985803922 -0.37192841627451 -0.455396068627451 -0.140439074776471 -0.0293832440223529 -0.318431522156863 -0.108444759592157 0.16454675022549 -0.242438965196078 -0.256162264623529 -0.312161098966667 -0.492755895098039 -0.187090779486275 -0.255008282372549 -0.533201712745098 -0.372684353921569 -0.162341385629412 0.115076640798039 -0.532021733921569 -0.079046721372549 0.095476833245098 -0.205009295196078 -0.320241012294118 -0.215014031556863 -0.280450026862745 -0.286627716823529 -0.360948341823529 -0.450393446470588 -0.50282154372549 0.24488508 -0.024854152 -0.10996804 -0.11972054 0.16183442 -0.22489237 0.77442492 -0.47909727 -0.20853059 -0.95242408 -0.93545454 -0.91671208 0.11067653 0.0038170902 -0.027975533 -0.18427265 -0.24504109 -0.52064642 0.059528187 -0.20942012 0.063251486 -0.47346935 -0.14501678 0.20523151 -0.16340061 -0.046365245 -0.017297119 -0.47799641 -0.39789564 -0.25509979 0.010140148 -0.22318414 0.010140148 -0.22318414 -0.22867537 -0.2538183 0.01472038 -0.26384891 -0.37883366 -0.44760777 -0.16266479 -0.025160507 -0.30694144 -0.11150408 0.18882551 -0.24371599 -0.26070549 -0.29831415 -0.49180206 -0.18644222 -0.22511705 -0.54292541 -0.3592033 -0.15713747 0.095259265 -0.51890626 -0.13251219 0.10310041 -0.21702218 -0.33596308 -0.22612011 -0.28931871 -0.30996455 -0.37036534 -0.44776782 -0.48918553
"WALKING_UPSTAIRS" 21 0.265194544680851 -0.0237218695148936 -0.125414265340426 -0.240808282276596 0.109787469104255 -0.219707928574468 0.781177210851064 -0.432309617446809 -0.309735038510638 -0.940911635531915 -0.941523624255319 -0.932716253829787 0.104034223065957 -0.0156290073042553 -0.0360115472978723 -0.424052014680851 -0.203209665702128 -0.562052350212766 0.062608688893617 -0.155622431382979 -0.00546829763829787 -0.53190941893617 -0.463136841489362 0.0517155421740426 -0.144351492595745 -0.0132022768074468 -0.00694066389361702 -0.573541839148936 -0.604469603617021 -0.564149244893617 -0.0810453188106383 -0.278474283829787 -0.0810453188106383 -0.278474283829787 -0.355047693617021 -0.404183875893617 -0.168982721146809 -0.420236002514894 -0.577935642978723 -0.647723419148936 -0.319169340234043 0.0221598658106383 -0.321712974042553 -0.213184048 0.0823434279595745 -0.22716417293617 -0.436839580425532 -0.205067301297872 -0.519815170851064 -0.462972848723404 -0.261261053404255 -0.603127367234043 -0.446974007021277 -0.446691581702128 -0.155762354829787 -0.560968048723404 -0.478299637021277 0.0130916351042553 -0.257894449148936 -0.403357611702128 -0.355443706553191 -0.47772185 -0.475369886808511 -0.483407096425532 -0.628915748723404 -0.700980410425532 0.27550024 -0.022455654 -0.11952046 -0.25244097 0.085925768 -0.21105355 0.7735312 -0.43503159 -0.31004133 -0.9551318 -0.94838224 -0.94243043 0.098705944 -0.027244231 -0.026243375 -0.42489464 -0.22935209 -0.57778366 0.1635303 -0.23974053 -0.019995935 -0.54574649 -0.44880992 0.067118832 -0.14236489 -0.0063344621 -0.058362331 -0.59479933 -0.60019555 -0.56569599 -0.096482549 -0.2850779 -0.096482549 -0.2850779 -0.36619536 -0.42316195 -0.16667213 -0.42314271 -0.5742184 -0.65152312 -0.30694139 0.0017618199 -0.31508144 -0.23096465 0.063654496 -0.22159858 -0.43479599 -0.21854058 -0.52117776 -0.47050854 -0.25959841 -0.61715498 -0.47037424 -0.42938866 -0.17108597 -0.58132166 -0.47662898 0.0084743803 -0.26144596 -0.40259461 -0.38583409 -0.50563769 -0.47721518 -0.49636992 -0.63500674 -0.71040858
"WALKING_UPSTAIRS" 22 0.248391534566667 -0.0268622561133333 -0.117550861738095 0.0835738640921429 0.250067523738095 -0.109613216345238 0.889454382857143 -0.33682691 -0.0957978990316667 -0.94063384047619 -0.941620221904762 -0.913153632142857 0.0877172239047619 0.0367082966285714 -0.033616970907381 -0.00853992680952381 -0.0575784544857143 -0.471703304761905 0.13497880785381 -0.181458414495238 0.0157359244619048 -0.301491709628571 -0.489417908809524 -0.157758060642857 -0.148450080695476 -0.0381312609738095 -0.067457054547619 -0.396699215238095 -0.704255415 -0.515697758571429 0.210282608333333 -0.158757474833333 0.210282608333333 -0.158757474833333 -0.0957840344357143 -0.0876501605595238 -0.1280319236 -0.2025581772 -0.568111869047619 -0.675633024285714 -0.0553996485285714 0.13068653882619 -0.228019952309524 0.132048813464286 0.230058772192857 -0.116753339559524 -0.0382449785166667 -0.0751829281833333 -0.414448875714286 -0.0677978520178571 -0.106099613648095 -0.528567802619048 -0.19545699252381 -0.523943751666667 -0.199313066142857 -0.338139776690476 -0.473882071666667 -0.222431794690476 -0.0866905123880952 -0.334126221428571 -0.0458020362119048 -0.151299835619048 -0.369902 -0.234023031571429 -0.667996003333333 -0.70987053452381 0.27434423 -0.0201735055 -0.12026404 0.0725589735 0.262981045 -0.102244565 0.895784125 -0.333655545 -0.104526944 -0.958371495 -0.958676605 -0.939089995 0.112724775 0.1002861415 -0.0362737625 -0.0093335667 -0.080215941 -0.4844061 0.122107719 -0.195501225 0.0497078455 -0.294306915 -0.492585185 -0.161860765 -0.156029705 0.0004909899 -0.110024974 -0.416429745 -0.707207155 -0.534578675 0.20564998 -0.15065807 0.20564998 -0.15065807 -0.097666364 -0.1030288755 -0.13958377 -0.21819466 -0.58222222 -0.694798235 -0.053913857 0.126850685 -0.238258005 0.13480561 0.234336965 -0.12363438 -0.037724337 -0.1029278705 -0.42507037 -0.0755102895 -0.10901291 -0.534696725 -0.197686955 -0.52793975 -0.215261525 -0.32899038 -0.480140995 -0.222756175 -0.0688077935 -0.332876235 -0.0703256155 -0.16296621 -0.374419055 -0.2473261 -0.685558725 -0.72975389
"WALKING_UPSTAIRS" 23 0.249995171031373 -0.0323844029237255 -0.126890616782353 -0.243887818513725 0.0448435785868627 0.10080118935098 0.843438810196078 -0.214481808235294 -0.35593445 -0.933344481568627 -0.910474557058824 -0.902065910392157 0.0723649984647059 0.039986286827451 0.0159234167843137 -0.365398622764706 -0.328225031 -0.408094020392157 0.0957940245941176 -0.111564389137255 -0.0325557522333333 -0.550664576666667 -0.293681861176471 -0.0317301153392157 -0.109913094117647 -0.0523943787039216 -0.0924998531372549 -0.548318881568627 -0.493514122352941 -0.543765425882353 -0.0117536873784314 -0.271893714117647 -0.0117536873784314 -0.271893714117647 -0.311143885098039 -0.362708849411765 -0.156527148792745 -0.366732989313725 -0.504367150588235 -0.551275188627451 -0.272605689568627 -0.0769773944803922 -0.070577489272549 -0.234309548019608 0.0380597405498039 0.104508755759412 -0.365642513176471 -0.326236287627451 -0.346605238039216 -0.424877553333333 -0.380894442941176 -0.46895638372549 -0.430239229235294 -0.290447408901961 -0.163001294113725 -0.590430783921569 -0.301619977058824 -0.0822521122215686 -0.231382662235294 -0.410047643333333 -0.302968064764706 -0.454324844901961 -0.380388292223529 -0.470491576431373 -0.51871565 -0.632659461568627 0.24971406 -0.027141326 -0.12733437 -0.24378366 0.03754198 0.083211666 0.83600992 -0.21771349 -0.3645729 -0.94797613 -0.92625783 -0.92935774 0.11229471 0.063153539 0.024664309 -0.37439441 -0.33874524 -0.41471846 0.093534328 -0.10837866 -0.063571367 -0.58791145 -0.28893804 -0.038104347 -0.15754194 -0.056380392 -0.058153243 -0.54571787 -0.48543831 -0.55227541 -0.020004778 -0.26232728 -0.020004778 -0.26232728 -0.31982336 -0.38052748 -0.17049261 -0.36923835 -0.4975363 -0.55289545 -0.28207798 -0.088153912 -0.072637178 -0.24602564 0.043975537 0.089879937 -0.36902127 -0.33675819 -0.34093757 -0.42932255 -0.38361331 -0.47079999 -0.44925681 -0.29922561 -0.17702131 -0.62890316 -0.30133194 -0.07801404 -0.22800962 -0.40675762 -0.31023821 -0.47855167 -0.37973737 -0.4880166 -0.52585717 -0.65116241
"WALKING_UPSTAIRS" 24 0.269881106779661 -0.0251979434569492 -0.114248610966102 -0.344399351355932 -0.116804488966102 -0.255601012881356 0.906369500508475 -0.237498409152542 -0.227134869152542 -0.962190567457627 -0.916690779830509 -0.934952938983051 0.0862310100338983 -0.0150816047830508 -0.0132353651798305 -0.49876467220339 -0.51522075220339 -0.523807264237288 0.0883163772152542 -0.105932947294915 0.0248290702830508 -0.577426408813559 -0.568534124576271 -0.27459628379661 -0.146800845605424 -0.0317350582050847 -0.0498427228983051 -0.640489537966102 -0.646644373728814 -0.648975330847458 -0.226402822033898 -0.30685447 -0.226402822033898 -0.30685447 -0.488487620508475 -0.441068689830508 -0.33443583979661 -0.503929060169492 -0.658751629152542 -0.638180352881356 -0.395790553898305 -0.252412541966102 -0.312792211016949 -0.326165553050847 -0.107787679328814 -0.28314344338983 -0.515644617288136 -0.527604243559322 -0.48339098779661 -0.527104719152542 -0.535843319152542 -0.562727123050847 -0.503188684915254 -0.546620981186441 -0.372182912033898 -0.602945480677966 -0.586177824237288 -0.311996408983051 -0.322300989322034 -0.406283377627119 -0.429800778813559 -0.45964779779661 -0.564664994745763 -0.54907099 -0.64611467 -0.653876950677966 0.27438106 -0.021595924 -0.11115092 -0.35201696 -0.11281907 -0.25300526 0.90295747 -0.23615375 -0.23016634 -0.96904376 -0.92428238 -0.94800445 0.05624509 0.0052346893 0.00072944909 -0.49599637 -0.52005508 -0.53334644 0.069770388 -0.10465177 0.037693886 -0.60805203 -0.57910904 -0.27029916 -0.15286517 -0.013607234 -0.080192959 -0.6419061 -0.65561438 -0.64596454 -0.22436316 -0.30372104 -0.22436316 -0.30372104 -0.48691229 -0.44552011 -0.34655983 -0.50521137 -0.6612761 -0.64534869 -0.40148051 -0.26229721 -0.31819639 -0.3349506 -0.10190385 -0.27692889 -0.52383296 -0.52970477 -0.49563618 -0.52429645 -0.53397577 -0.56353637 -0.49411058 -0.55329651 -0.37481965 -0.6359522 -0.59656247 -0.30972579 -0.32478124 -0.40442215 -0.43834285 -0.45336509 -0.55910154 -0.56081174 -0.65898245 -0.65794257
"WALKING_UPSTAIRS" 25 0.277995411384615 -0.0269863524264615 -0.126210440292308 -0.459775646153846 -0.223086808769231 -0.296523975076923 0.927693239538462 -0.217641282461538 0.108230986684615 -0.950878450307692 -0.931758272769231 -0.882722399076923 0.0740041435707692 0.00925514041553846 -0.0116906813498462 -0.663642746307692 -0.627131235692308 -0.812458372307692 0.0556121923307692 -0.109437658104615 0.0996227385527692 -0.489011794784615 -0.433673383846154 -0.564195608923077 -0.126481161061538 -0.0281452998369231 -0.0540452217153846 -0.693854902307692 -0.839699143076923 -0.746268282923077 -0.305772199076923 -0.480006649846154 -0.305772199076923 -0.480006649846154 -0.679160843538462 -0.674513059846154 -0.3186346998 -0.387754116158462 -0.777106026615385 -0.824883302769231 -0.521649838769231 -0.380150805384615 -0.542931828 -0.437975786923077 -0.199988428584615 -0.237296741292308 -0.668208156461538 -0.640849424923077 -0.793266971230769 -0.690213625846154 -0.638086010153846 -0.830526636615385 -0.476144998846154 -0.618579913384615 -0.575169715692308 -0.500119831476923 -0.349362687538462 -0.601112612153846 -0.527907561538462 -0.536120293230769 -0.654795110615385 -0.703433692615385 -0.567153469846154 -0.386612992876923 -0.822403906 -0.841061012153846 0.28776558 -0.023484333 -0.11440565 -0.45352112 -0.22851843 -0.28263814 0.92542603 -0.2147802 0.18187621 -0.95407312 -0.93932283 -0.91366561 0.045165487 0.015570329 0.0022767903 -0.65969918 -0.63485709 -0.81103729 0.10281387 -0.13042517 0.077871608 -0.53401579 -0.42873632 -0.56497096 -0.12854691 0.0058650798 -0.0019883877 -0.70377226 -0.83989199 -0.74705804 -0.31358945 -0.4768599 -0.31358945 -0.4768599 -0.68544682 -0.67390774 -0.33564629 -0.42991164 -0.78103872 -0.83059547 -0.50988475 -0.38948181 -0.5410729 -0.42736735 -0.20763843 -0.22423503 -0.65757047 -0.65418107 -0.79041742 -0.68871311 -0.64697441 -0.83414525 -0.51416549 -0.61421088 -0.58087269 -0.54241242 -0.3470373 -0.60217814 -0.5249233 -0.53370606 -0.6496045 -0.70754887 -0.5846549 -0.42432555 -0.83110883 -0.8466965
